pathway	pval	padj	log2err	ES	NES	size	leadingEdge
5991308_Signaling_by_SCF-KIT	0.0818713450292398	0.228460038986355	0.271288554688953	-0.280815725574489	-1.30120109022865	79	12912 17444 21682 18750 20662 14360 56458 22084 56717 77647 12402 15370 16452 78757 18708 20848 18706 54401 16818 16923 12524 58988 16653 20850 75778 20851 74769
5991310_Signaling_by_Leptin	0.723707664884136	0.860408032128514	0.0552495663125249	0.281698222184188	0.80021340780934	16	12534 26417 15461
5991311_FCERI_mediated_MAPK_activation	0.365671641791045	0.562245142720077	0.110122263835536	-0.303760753114601	-1.07593555347973	27	17444 20662 18803 16797 224105 14281 54401 16653 16822 18479 26419
5991312_FRS-mediated_FGFR1_signaling	0.497316636851521	0.679318296491821	0.0736212741014394	0.343264137938334	0.985827889348221	17	12534 26417 64654 15461
5991313_FRS-mediated_FGFR2_signaling	0.445632798573975	0.641782167658628	0.0791316651768349	0.359967468175898	1.02255098444034	16	12534 26417 64654 15461
5991314_FRS-mediated_FGFR3_signaling	0.420475319926874	0.620651227902136	0.0835990603684159	0.374125242085611	1.03187136454226	15	12534 26417 64654 15461
5991315_FRS2-mediated_FGFR4_signaling	0.420475319926874	0.620651227902136	0.0835990603684159	0.374125242085611	1.03187136454226	15	12534 26417 64654 15461
5991321_MAP_kinase_activation_in_TLR_cascade	0.429519071310116	0.627676248847202	0.077274697304471	0.305500203554628	1.01900864341034	31	12534 17164 73086 67603 26399 26417 72349 102626 26409 108960 16179
5991322_MyD88:Mal_cascade_initiated_on_plasma_membrane	0.369393139841689	0.562245142720077	0.11331290842208	-0.251313915494186	-1.0334682666852	48	19094 12912 18035 20112 16150
5991323_Activated_TLR4_signalling	0.0190729401685132	0.0804082225809263	0.352487857583619	-0.366935300107454	-1.59599981098098	60	56489 19094 12912 18035 20112 54131 16150 11796 11797 67245 54123 319520 12370 56480
5991324_Toll_Like_Receptor_4_TLR4_Cascade	0.0121675094981629	0.0575012948864796	0.380730400722792	-0.362767439433428	-1.58601791890006	62	56489 19094 12912 18035 20112 54131 16150 11796 11797 67245 54123 319520 12370 56480 19697 14281 16803 22031 26416
5991325_Toll-Like_Receptors_Cascades	0.002828668876984	0.017953441830472	0.431707695803346	-0.371955703233887	-1.6821026167675	72	56489 19094 12912 18035 20112 19141 54131 16150 13040 11796 11797 67245 54123 319520 12370 56480 19697 170743 14281 16803
5991326_Toll_Like_Receptor_TLR1:TLR2_Cascade	0.369393139841689	0.562245142720077	0.11331290842208	-0.251313915494186	-1.0334682666852	48	19094 12912 18035 20112 16150
5991327_Toll_Like_Receptor_2_TLR2_Cascade	0.369393139841689	0.562245142720077	0.11331290842208	-0.251313915494186	-1.0334682666852	48	19094 12912 18035 20112 16150
5991328_Toll_Like_Receptor_TLR6:TLR2_Cascade	0.369393139841689	0.562245142720077	0.11331290842208	-0.251313915494186	-1.0334682666852	48	19094 12912 18035 20112 16150
5991329_TRAF6_Mediated_Induction_of_proinflammatory_cytokines	0.188775510204082	0.371216271743597	0.161978948883402	-0.311068095221171	-1.18675923851956	37	19094 12912 18035 20112 16150
5991330_TRIF-mediated_TLR3_TLR4_signaling_	0.00624020289624929	0.0344977254453027	0.407017918923954	-0.403084335039289	-1.6817299335994	51	56489 19094 12912 18035 20112 54131 16150 11796 11797 54123 319520 12370 56480
5991331_MyD88-independent_TLR3_TLR4_cascade_	0.00624020289624929	0.0344977254453027	0.407017918923954	-0.403084335039289	-1.6817299335994	51	56489 19094 12912 18035 20112 54131 16150 11796 11797 54123 319520 12370 56480
5991332_Toll_Like_Receptor_3_TLR3_Cascade	0.00624020289624929	0.0344977254453027	0.407017918923954	-0.403084335039289	-1.6817299335994	51	56489 19094 12912 18035 20112 54131 16150 11796 11797 54123 319520 12370 56480
5991333_TRAF6_mediated_induction_of_NFkB_and_MAP_kinases_upon_TLR7_8_or_9_activation	0.240641711229947	0.436582175791792	0.14551614609036	-0.2919769110385	-1.15396750381653	43	19094 12912 18035 20112 16150 67245 319520 19697 170743 14281
5991334_MyD88_dependent_cascade_initiated_on_endosome	0.172872340425532	0.350530074357653	0.173747838999571	-0.308868357307458	-1.23025865115267	44	19094 12912 18035 20112 16150 67245 54123 319520 19697 170743 14281
5991335_Toll_Like_Receptor_9_TLR9_Cascade	0.177718832891247	0.355437665782493	0.170932335370056	-0.300803140628964	-1.22400729858696	46	19094 12912 18035 20112 16150 67245 54123 319520 19697 170743 14281
5991336_Toll_Like_Receptor_7_8_TLR7_8_Cascade	0.172872340425532	0.350530074357653	0.173747838999571	-0.308868357307458	-1.23025865115267	44	19094 12912 18035 20112 16150 67245 54123 319520 19697 170743 14281
5991337_MyD88_cascade_initiated_on_plasma_membrane	0.32425068119891	0.527808053284893	0.124434168630393	-0.278625257606744	-1.09092317091002	42	19094 12912 18035 20112 16150
5991338_Toll_Like_Receptor_10_TLR10_Cascade	0.32425068119891	0.527808053284893	0.124434168630393	-0.278625257606744	-1.09092317091002	42	19094 12912 18035 20112 16150
5991339_Toll_Like_Receptor_5_TLR5_Cascade	0.32425068119891	0.527808053284893	0.124434168630393	-0.278625257606744	-1.09092317091002	42	19094 12912 18035 20112 16150
5991341_Signal_transduction_by_L1	0.124314442413163	0.283456277253359	0.169570644405628	0.495926119698269	1.36780923680125	15	16412 16410 26417 18186 22325 19353 13000 13001
5991342_L1CAM_interactions	0.227707006369427	0.418295629255436	0.111918316325105	0.318907157155308	1.18296355985233	49	71653 16412 16410 11658 73086 12661 11773 26417 16571 12934 226519 18186 22325 19353 11465 232910 13000
5991344_Repair_synthesis_of_patch_~27-30_bases_long_by_DNA_polymerase	0.000358893483690907	0.00333827907052177	0.49849310876659	0.748407755653039	2.06417649810167	15	69263 68240 72151 106344 19891 19687 18973 18972 69745 18538 18971 19718
5991345_Formation_of_transcription-coupled_NER_TC-NER_repair_complex	0.94392523364486	0.972126866284513	0.0554793308704233	-0.180418221812525	-0.597502680044679	21	20020 13871 14884 22592 71991 13872
5991346_Transcription-coupled_NER_TC-NER_	0.00677251574253141	0.0367489484386964	0.407017918923954	0.501636686189791	1.75763533619105	37	69263 68240 72151 106344 19891 19687 14885 18973 16881 18972 17420 69745 18538 69833 18971 66671 19718
5991347_Dual_incision_reaction_in_TC-NER	0.94392523364486	0.972126866284513	0.0554793308704233	-0.180418221812525	-0.597502680044679	21	20020 13871 14884 22592 71991 13872
5991348_Gap-filling_DNA_repair_synthesis_and_ligation_in_TC-NER	7.36077512433208e-05	0.00086268284457172	0.538434096309916	0.753033176653084	2.13912334913159	16	69263 68240 72151 106344 19891 19687 18973 16881 18972 69745 18538 18971 19718
5991352_Base_Excision_Repair	0.000417879393434176	0.00365488544108101	0.49849310876659	0.646830777049759	2.02591216337262	24	69263 68240 72151 106344 19891 19687 16881 18972 69745 18538 72774 14156 268395 18971 19718
5991355_Repair_synthesis_for_gap-filling_by_DNA_polymerase_in_TC-NER	0.000358893483690907	0.00333827907052177	0.49849310876659	0.748407755653039	2.06417649810167	15	69263 68240 72151 106344 19891 19687 18973 18972 69745 18538 18971 19718
5991357_Translesion_synthesis_by_Y_family_DNA_polymerases_bypasses_lesions_on_DNA_template	0.00205247308130724	0.0144528419471283	0.431707695803346	0.574746401695944	1.88031158485394	29	68026 69263 68240 72151 106344 19891 27015 19687 18972 80905 69745 18538 22230 217365 18971 19718
5991358_DNA_Damage_Bypass	0.000318106928667298	0.00310684433665061	0.49849310876659	0.581422000387421	2.03718723381642	37	68026 69263 76843 68240 72151 58206 106344 19891 27015 19687 18972 80905 69745 18538 58186 13194 22230 217365 18971 19718
5991359_Translesion_Synthesis_by_POLH	0.000646414112524039	0.00541140957055838	0.477270815362862	0.711468403381811	2.0210512910038	16	69263 68240 72151 106344 19891 19687 80905 18538 22230 217365 19718
5991361_Resolution_of_Abasic_Sites_AP_sites_	0.000417879393434176	0.00365488544108101	0.49849310876659	0.646830777049759	2.02591216337262	24	69263 68240 72151 106344 19891 19687 16881 18972 69745 18538 72774 14156 268395 18971 19718
5991364_PCNA-Dependent_Long_Patch_Base_Excision_Repair	0.000145929681958763	0.00159026533988738	0.518848077743792	0.742481436754735	2.10914927376503	16	69263 68240 72151 106344 19891 19687 16881 18972 69745 18538 14156 18971 19718
5991365_Resolution_of_AP_sites_via_the_multiple-nucleotide_patch_replacement_pathway	0.000282170180770372	0.0028508918264041	0.49849310876659	0.712325386949877	2.04574307401755	17	69263 68240 72151 106344 19891 19687 16881 18972 69745 18538 14156 18971 19718
5991370_Calmodulin_induced_events	0.126168224299065	0.28546169667665	0.191892240384838	-0.397416303196429	-1.31614924406061	21	12912 18750 11512 11513
5991373_Post_NMDA_receptor_activation_events	0.268235294117647	0.471684771161195	0.127505315300183	-0.340885282333551	-1.15664061169133	23	12912 20112 100986 109880 13385 104111 20111 18749
5991374_Activation_of_NMDA_receptor_upon_glutamate_binding_and_postsynaptic_events	0.321342925659472	0.527808053284893	0.116234148779716	-0.319295084808959	-1.11479619470426	25	12912 20112 100986 109880 13385 104111 20111 18749
5991375_Neurotransmitter_Receptor_Binding_And_Downstream_Transmission_In_The_Postsynaptic_Cell	0.201133144475921	0.385864793678666	0.165656695205483	-0.263999565069373	-1.17894631178801	67	18751 12912 20112 18750 11512 11513 100986 54393 13383 109880 18195 13385 104111 53310
5991379_Glucagon_signaling_in_metabolic_regulation	0.237435008665511	0.433448333576292	0.114750719227023	0.391551487685685	1.210847247671	23	14696 14702 14700 19088 66066 14683 19087 19084 14693
5991380_Integration_of_energy_metabolism	0.172684458398744	0.350530074357653	0.130105630751129	0.329528598022681	1.23539414413836	51	17118 20525 14696 11739 14702 14700 14682 107566 19088 223864 66066 21881 14104 14683 19087 16514 19084 14693
5991381_DARPP-32_events	0.347593582887701	0.550121258240938	0.0928481214159878	0.388683651880926	1.10412436123948	16	19055 19088 19057 12315 19087 19084 12314 12313 19085 12568
5991382_Vasopressin_regulates_renal_water_homeostasis_via_Aquaporins	0.859410430839002	0.922370901962739	0.0584693210386381	-0.226199289253467	-0.693886781969159	16	11512 11513 104111 11828 18749
5991383_Aquaporin-mediated_transport	0.682142857142857	0.839780912364946	0.0580983576873206	0.281176106232729	0.840926011117135	20	64008 19088 53869 14683 19087 19084 19085 66333
5991386_Formation_of_RNA_Pol_II_elongation_complex_	0.8287841191067	0.914628048581028	0.0645031249656493	-0.20805066680243	-0.767749930193191	32	12455 72949 20020 13871 67655 14884 20924
5991387_RNA_Polymerase_II_Transcription_Elongation	0.8287841191067	0.914628048581028	0.0645031249656493	-0.20805066680243	-0.767749930193191	32	12455 72949 20020 13871 67655 14884 20924
5991388_Formation_of_the_Early_Elongation_Complex	0.921367521367521	0.959007757586799	0.0422468188360053	0.193051209120663	0.608331870665066	25	14885 68705 27632 17420 69833 66671 68092 209357 20021
5991389_Elongation_arrest_and_recovery	0.651869158878505	0.816229331416247	0.0734381410838857	-0.266071277582593	-0.881165437955082	21	12455 72949 20020 67655 20924
5991393_E2F_mediated_regulation_of_DNA_replication	7.73910651431042e-08	2.06141655335723e-06	0.704975715167238	0.771667151302997	2.47794164750665	26	20135 13555 12534 21781 18968 67141 13361 23834 56452 268697 66634 19645 19075 19076 12544 18538 22171 50793 18392 12447
5991398_Intrinsic_Pathway_for_Apoptosis	1.02236625165953e-05	0.000153617082941662	0.593325476396405	0.680529431112813	2.24383402163395	30	58801 12043 12367 14940 14942 12018 12125 14944 11783 22628 22627 14939 14941 14943 13063 19057 11651 68097 12028
5991407_G_alpha_12_13_signalling_events	0.120967741935484	0.277988614800759	0.211400189384923	-0.339831579895037	-1.3153677050119	41	102098 171207 20662 101497 19877 16801 30938 75547 18708 226970 18706 213498
5991408_GPCR_downstream_signaling	0.191958495460441	0.376212971036182	0.109684061970549	0.246912004946123	1.15600844595885	211	12772 12774 80901 58861 12766 14062 16952 16995 140795 19217 16443 14702 57257 17207 20304 70086 14682 14676 12773 233079 14064 13605 14767 19218 78826 20305 21844 11853 11651
5991410_Platelet_activation,_signaling_and_aggregation	0.116207951070336	0.269234147495017	0.231126709673834	-0.251434220136052	-1.24125821157427	115	109711 18751 14083 16439 13139 18750 15234 20912 20662 14360 56508 16797 104418 11820 192176 16440 18708 18755 18706 12988 16818 18761 12759 320207 26416 19395 16822 21390 12928 70945 74769 11806 110524 20909 56077 18753 216869
5991411_Hemostasis	0.112658227848101	0.268086645671972	0.14641623786055	0.2512287226416	1.2031417164228	256	12505 14062 22339 20720 12215 73804 26934 19363 11727 234779 16412 11640 22390 228421 13449 56248 110033 20501 11674 14702 13660 16551 57257 229841 19419 14127 109689 14682 19073 21809 14676 16580 22330 80879 26417 22041 21803 14064 15461 12491 16571 19128 19088 223864
5991412_Response_to_elevated_platelet_cytosolic_Ca2+	0.137362637362637	0.299236079905225	0.199915231309662	-0.305927549363841	-1.26759213309019	50	109711 18751 18750 15234 20912 11820 192176
5991413_Integrin_cell_surface_interactions	0.105008077544426	0.261849929536315	0.173747838999571	0.397375956638075	1.37819843927882	35	12505 12215 16412 16410 20750
5991414_Extracellular_matrix_organization	0.0177631222612113	0.077680519739327	0.352487857583619	0.346625157430587	1.47493809429142	117	16776 26432 12505 12215 19280 16404 16412 11501 16410 20750 14114 12367 11502 18550 16998 56693 21809 13518 21803 18453 20971 16423
5991416_Cell_surface_interactions_at_the_vascular_wall	0.344827586206897	0.550121258240938	0.0860347242455604	0.289439154214046	1.07844211731228	50	12505 12215 11727 16412 13449 20501 14127 80879 15461 19128 16423
5991417_GPVI-mediated_activation_cascade	0.64027149321267	0.805372040314414	0.0727141077934447	-0.269406004450234	-0.892404867875688	20	14360 16797 18708 18706 16818 320207 16822 74769
5991419_G_alpha_q_signalling_events	0.213089802130898	0.402808464673246	0.11331290842208	0.296167895960739	1.18488424207963	78	58861 14062 16952 16995 14702 70086 14682 14676 233079 14064 14767 78826 20305
5991421_Effects_of_PIP2_hydrolysis	0.00476169344188984	0.0273563956563475	0.407017918923954	-0.638591779591562	-1.94383923980582	15	16439 13139 104418 16440 18755 18761 19395 110524 56077 18753
5991424_Platelet_homeostasis	0.951776649746193	0.978493187282928	0.0589694466690997	-0.170682462772198	-0.608667597468	28	16439 16440 54611 20866 26416 241489 18574 58802
5991427_Activation_of_BH3-only_proteins	0.00741645333727207	0.0391535284292021	0.407017918923954	0.663346618346713	1.8295701632484	15	58801 12043 12125 22628 22627 19057 11651 68097
5991448_Regulation_of_APC_C_activators_between_G1_S_and_early_anaphase	0.000109929605546938	0.00126311272255893	0.538434096309916	0.531689249230104	2.02262948153876	54	107995 56150 12534 12236 18817 67141 68612 268697 56371 17463 26440 26444 19179 228769 26445 57296 19170 67151 26442 19177 22194 23996 68999 26965 19192
5991449_APC_C-mediated_degradation_of_cell_cycle_proteins	2.38039493453975e-05	0.000340222300400072	0.575610261071129	0.541571806698263	2.0791092982559	59	107995 56150 20877 20878 18005 12534 12236 18817 67141 68612 268697 56371 17463 26440 26444 19179 228769 26445 57296 19170 67151 26442 19177 22194 23996 68999 26965 19192
5991450_Regulation_of_mitotic_cell_cycle	2.38039493453975e-05	0.000340222300400072	0.575610261071129	0.541571806698263	2.0791092982559	59	107995 56150 20877 20878 18005 12534 12236 18817 67141 68612 268697 56371 17463 26440 26444 19179 228769 26445 57296 19170 67151 26442 19177 22194 23996 68999 26965 19192
5991451_Eukaryotic_Translation_Termination	0.756369426751592	0.878100946536301	0.0480220415968251	0.222782494026042	0.809564390867258	43	14853 100503670 19896 20042 20005 20115 67025 20084 19942 19951 67891 19934 66483 225363 19941 27176 270106 67115 110954 66475 19981 14109 20055 66480 11837 54127 19933 19921 22186 67281 68436 27050 20044 27370 20054 114641 66481 54217 56040 19899 75617
5991454_M_Phase	1.12344190754482e-14	1.31667391564252e-12	0.986546283587582	0.557624682888066	2.5221625631711	173	66336 66977 12442 107995 66442 52276 54392 215387 67629 72415 56150 20877 67121 12615 11799 66468 67849 73804 70454 76044 60411 14211 12534 208628 228421 68014 19348 12236 18817 66934 67141 68612 68298 108000 18141 223921 26886 268697 72155 229841 67052 16319 67203 12235 381318 66570 102920 17463 75786 19645 69736 19357 70385 52683 26440 68549 269113 26444 19324 19179 232987 228769 26445 105988 69928 57296 19170
5991456_G2_M_Transition	0.00338939591834969	0.0204857199236431	0.431707695803346	0.417960076765965	1.70022668672705	81	12442 20878 20873 18005 12534 22390 18817 227613 268697 12531 67203 74470 75786 76816 22628 22627 17997 19088 103733 17420 14235 66296 12532 16328 225659 66671 78177 101565 16475 71648 22154 236266 26965 74237
5991457_Mitotic_G2-G2_M_phases	0.00117835591464134	0.00913083538036427	0.45505986738723	0.439208837364733	1.79395158621405	83	12442 20878 13555 20873 18005 12534 22390 18817 227613 13557 268697 12531 67203 74470 75786 76816 22628 22627 17997 19088 103733 17420 14235 66296 12532 16328 225659 66671 78177 101565 16475 71648 22154 236266 26965 74237
5991458_Translation_initiation_complex_formation	1	1	0.0555947097758869	-0.109774436090226	-0.399281628835598	30	13682 20068 13669 16341 75617 73830 66481 20054 27370 20044 27050 54127 66085 20055 14109 18458 66475 55944 13681 27979 13684 20084 67204 78655 13665 20115 20042 26905 22384 66235
5991459_L13a-mediated_translational_silencing_of_Ceruloplasmin_expression	0.97339593114241	0.988578883274614	0.0356176233437444	0.149261209833791	0.571697174842449	57	66235 22384 26905 100503670 19896 20042 20005 20115 13665 78655 67025 67204 20084 19942 13684 27979 19951 67891 19934 66483 13681 55944 19941 27176 270106 67115 110954 66475 18458 19981 14109 20055 66480 11837 66085 54127 19933 19921 22186 67281 68436 27050 20044 27370 20054 114641 66481 73830 54217 56040 19899 75617 16341
5991460_3'_-UTR-mediated_translational_regulation	0.97339593114241	0.988578883274614	0.0356176233437444	0.149261209833791	0.571697174842449	57	66235 22384 26905 100503670 19896 20042 20005 20115 13665 78655 67025 67204 20084 19942 13684 27979 19951 67891 19934 66483 13681 55944 19941 27176 270106 67115 110954 66475 18458 19981 14109 20055 66480 11837 66085 54127 19933 19921 22186 67281 68436 27050 20044 27370 20054 114641 66481 73830 54217 56040 19899 75617 16341
5991461_Peptide_chain_elongation	0.815748031496063	0.91401213471643	0.0440640346597561	0.214593751967488	0.776344500988684	42	100503670 19896 20042 20005 20115 67025 20084 19942 19951 67891 19934 66483 19941 27176 270106 67115 110954 66475 13629 19981 14109 20055 66480 11837 54127 19933 19921 22186 67281 68436 27050 20044 27370 20054 114641 66481 54217 56040 19899 75617
5991462_Eukaryotic_Translation_Elongation	0.70855614973262	0.856327804648218	0.0760837160951725	-0.217575531392447	-0.859914203350794	43	66656 20068 269261 75617 19899 56040 54217 66481 114641 20054 27370 20044 27050 68436 67281 22186 19921 19933 54127 11837 66480 20055 14109 19981 13629 66475 110954 67115 270106 27176 19941 66483 19934 67891 19951 19942 20084 67025 20115 20005 20042 19896
5991464_Activated_NOTCH1_Transmits_Signal_to_the_Nucleus	0.0835164835164835	0.229768353712016	0.231126709673834	-0.447834494796775	-1.43623631081553	18	14357 18128 18222 19165
5991465_Signaling_by_NOTCH1	0.348284960422164	0.550121258240938	0.117249716749792	-0.264879313439623	-1.06623595515128	45	14357 12914 18128 18222 19165 21885 170787 18519 21402 21888 50754 103806
5991466_Signaling_by_NOTCH	0.221910112359551	0.41034422990259	0.156312403073186	-0.27177543342004	-1.15198347224718	55	12912 14357 12914 18128 18222 19165 21885 170787 18519 140484 14595 21402 21888 50754 103806
5991470_Signaling_by_NOTCH2	0.569642857142857	0.748454516335682	0.0667426134241917	0.308876274587945	0.923770148886596	20	19664 208117 14939 59287 225164 18129 226548 13388 22190
5991480_Bile_acid_and_bile_salt_metabolism	0.632941176470588	0.80108753652649	0.0753093764172773	-0.260501147682167	-0.88389326972049	23	17977 17978 101502 20280 108096 17117 15488
5991487_Gamma_carboxylation,_hypusine_formation_and_arylsulfatase_activation	0.319073083778966	0.527808053284893	0.0978773277424561	0.398943084415075	1.13326808606205	16	18550 11881 19128 208691 105638
5991488_Post-translational_protein_modification	0.850066934404284	0.918339924228642	0.0346410167413251	0.177056845828439	0.811520990116304	188	53618 12189 14537 18550 18141 381903 223921 20443 14425 69080 77371 56375 20444 192156 69736 19357 11881 13478 19128 269113 20334 18701 12579 67422 20448 231727 56459 12144 50935 12764 18700 108687 27392 208691 217664 105638 12091 192193 80294 14827
5991493_PKB-mediated_events	0.638009049773756	0.805372040314414	0.0728938564822936	-0.27105407947924	-0.897864100981909	20	22084 56717 19082 64930 19042 12283 72508
5991495_Post-translational_modification:_synthesis_of_GPI-anchored_proteins	0.981941309255079	0.993477438422524	0.0520570030732099	-0.151699275131198	-0.475676327611158	17	13481 56176 13480 18793 56703
5991497_Synthesis_of_substrates_in_N-glycan_biosythesis	0.841025641025641	0.916061385949862	0.0653834195468773	-0.207662792357632	-0.769750284546563	34	20440 20442 20452 13481 57357 20449 110119
5991498_Biosynthesis_of_the_N-glycan_precursor_dolichol_lipid-linked_oligosaccharide,_LLO_and_transfer_to_a_nascent_protein	0.7	0.855923310360475	0.0514264916187015	0.236331966705188	0.850144357824816	41	381903 20443 69080 20444 192156 13478 67422 20448 50935 12764 12091 102580 320438 29858 331026 94181
5991499_Asparagine_N-linked_glycosylation	0.649275362318841	0.814722403252335	0.0850427463764322	-0.191983032345746	-0.888754083742496	77	241230 20440 20442 20452 50907 13481 218811 208211 14595 17158 17155 57357 20449 110119 107895 223774 69162
5991502_Mitotic_Metaphase_and_Anaphase	5.28880914526418e-14	4.42748879874973e-12	0.965327754226083	0.605290660179594	2.5965238972783	123	66336 66977 107995 66442 52276 67629 72415 56150 20877 12615 11799 66468 67849 73804 70454 60411 208628 228421 68014 12236 18817 66934 67141 68612 108000 26886 72155 229841 67052 16319 67203 12235 381318 66570 102920 17463 75786 69736 19357 70385 26440 68549 26444 19179 232987 228769 26445 105988 69928 57296 19170
5991504_Extension_of_Telomeres	1.0130794111318e-05	0.000153617082941662	0.593325476396405	0.708375426859137	2.21867363834143	24	69263 68240 72151 18968 106344 327762 19891 19687 18973 16881 19075 19076 18972 69745 18538 14156 18971 19718 18969
5991505_Telomere_Maintenance	0.000316370966981557	0.00310684433665061	0.49849310876659	0.587568512983635	1.97679624689112	32	69263 68240 72151 18968 106344 327762 19891 19687 18973 16881 19075 19076 18972 69745 18538 14156 18971 19718
5991506_Chromosome_Maintenance	3.19794224799933e-08	8.92378170156003e-07	0.719512826338911	0.645117062803597	2.46642721291247	55	66336 66311 12615 70454 60411 69263 68240 72151 18968 217653 106344 26886 72155 327762 19891 66570 19687 102920 18973 16881 19075 70645 19076 18972 69745 18538 69928 67733 14156 245688 18971 19718 66578 381280
5991507_Respiratory_electron_transport	0.0896	0.238661818181818	0.188204146308491	0.373055582238563	1.36484691949873	46	68198 110826 230075 66377 66694 12858 66925 13063 66346 67264 66916 66594 110323 66218 68202 12867 595136 72900 78330 12868 66052 66046 68197 68342 12864 17995 12859 66416 17993
5991508_Respiratory_electron_transport,_ATP_synthesis_by_chemiosmotic_coupling,_and_heat_production_by_uncoupling_proteins.	0.1296875	0.290197120494734	0.152144922367565	0.335437494662336	1.28775391464329	59	68198 110826 230075 66377 66694 11950 12858 66925 13063 66346 67264 22228 66916 66594 110323 66218 68202 12867 595136 72900 78330 12868 66052 11957 66046 68197 68342 12864 17995 12859 66416 17993 67942
5991509_Regulation_of_insulin_secretion	0.481802426343154	0.667461517345363	0.0736212741014394	0.316478405584729	0.978688674162798	23	17118 20525 11739 14682 107566 223864
5991514_Lipid_digestion,_mobilization,_and_transport	0.360714285714286	0.559202569916856	0.0908241419007155	0.35898073973985	1.0736198234691	20	16592 20778 67469 18453 23945 16835
5991515_G_alpha_s_signalling_events	0.395095367847411	0.595182225086332	0.11101149245045	-0.266150096995664	-1.04207820298302	42	56089 18578 11512 51801 11513 54611 22354
5991517_Class_B_2_Secretin_family_receptors_	0.435164835164835	0.631204439125231	0.0919686140000427	-0.317102336923116	-1.01696920586726	18	56089 51801 26364 19206 54598 12921 20287
5991518_GPCR_ligand_binding	0.0075385163483446	0.0394425944654459	0.407017918923954	0.347065500523328	1.52168933368697	134	12772 12774 80901 58861 12766 14062 16952 16995 140795 19217 20304 70086 319757 12773 233079 14064 14767 19218 78826 20305
5991526_mTOR_signalling	0.494505494505495	0.678642200890445	0.0847985102819124	-0.304166709563131	-0.97548375100961	18	22084 56717 19082 64930 19042 12283 72508
5991541_Role_of_phospholipids_in_phagocytosis	0.169230769230769	0.346745562130177	0.158514105424824	-0.423801264032956	-1.2900283925256	15	16439 18803 14130 16440 18708 18706 74769 18753
5991542_Fcgamma_receptor_FCGR_dependent_phagocytosis	0.516393442622951	0.696457138157218	0.0946646223153342	-0.231289599463499	-0.969914521332263	52	14083 16439 14360 18803 14130 15516 16440 242687 17973 18708 22376 18706 68524 18479 12928 74769 80987 18753
5991544_MAPK_targets_Nuclear_events_mediated_by_MAP_kinases	0.268181818181818	0.471684771161195	0.125033367555272	-0.358581383945802	-1.16443564281104	19	19094 12912 20112 319520 14281 26416 26419
5991547_RIG-I_MDA5_mediated_induction_of_IFN-alpha_beta_pathways	0.00466773675506037	0.0270821162224295	0.407017918923954	-0.462632793385889	-1.7905028263703	40	56489 18035 12914 54131 16150 54123 12370 56480 21929 19697 217069 22031 434341 71956 74256 18521
5991550_Cytosolic_sensors_of_pathogen-associated_DNA_	0.0432296000269589	0.143121726642926	0.321775918075361	-0.387453066463748	-1.48669217952509	38	18035 12914 54131 16150 20821 54123 20852 56480 19697 12387
5991553_NOD1_2_Signaling_Pathway	0.710196779964222	0.856327804648218	0.0562940749700968	0.286028647560777	0.82145201538246	17	26399 93765 26409 108960 66589 16179
5991554_Nucleotide-binding_domain,_leucine_rich_repeat_containing_receptor_NLR_signaling_pathways	0.445742904841402	0.641782167658628	0.0756946307932749	0.308575430073617	1.01743145348953	30	12043 22166 26399 93765 26409 383619 108960 66589 12362 16179
5991555_Interleukin-1_signaling	0.623916811091854	0.793038771100928	0.0609039347452418	0.284829162332663	0.880815469008752	23	26410 26399 93765 26409 108960 66589 16179 16178 26965
5991559_Ca2+_pathway	0.152941176470588	0.324722932651321	0.173747838999571	-0.38342571501019	-1.30098240238377	23	18099 16439 18750 16440 12387 18018 16842 19058
5991560_beta-catenin_independent_WNT_signaling	0.692192192192192	0.848587080804654	0.0493910105981501	0.216023795591328	0.864706277886443	73	14702 19055 17463 11773 26440 26444 19179 26409 228769 26445 57296 19170 12315 67151 26442 19177 12314 23996 19353 56513 14369 232910 18797 19192 12313 26564 22190 19172 23997
5991561_Signaling_by_Wnt	0.0307685511525857	0.114843127231944	0.352487857583619	-0.2653952718197	-1.35270213787584	152	13542 20677 18099 66313 381022 68151 12914 16439 68031 18750 67772 68339 226849 17847 74493 80288 21885 16440 12005 12387 208846 100683 21402 18018 21888 13016 213464 319478 12006 16842 19058 19184 212398 26446 21752 103236 20586 407821 54198 12995 56637
5991568_Activation_of_GABAB_receptors	0.886046511627907	0.939323658914107	0.0582216241124161	-0.201411621295004	-0.676843152688985	22	11512 11513 54393
5991569_GABA_B_receptor_activation	0.886046511627907	0.939323658914107	0.0582216241124161	-0.201411621295004	-0.676843152688985	22	11512 11513 54393
5991570_GABA_receptor_activation	0.934673366834171	0.969030485370355	0.0593487680335629	-0.17283972281528	-0.606096818673673	26	11512 11513 54393
5991572_Regulation_of_Glucokinase_by_Glucokinase_Regulatory_Protein	0.418224299065421	0.620454276588194	0.0978773277424561	-0.310592824373436	-1.02861032051747	21	269966 108989 19386 218210 54563 66679 227720
5991573_TGF-beta_receptor_signaling_activates_SMADs	0.0479749788929366	0.155322307355032	0.321775918075361	-0.440784260794311	-1.54569756209561	26	66313 56424 17127 17128 12402 83814 17131 170749 21813
